title,city,sector,url,linkedBlueprint,,,,saksalaisten
Digitaler Energienutzungsplan,Bremen,Strom,https://monitoring.localzero.net/bayreuth/massnahmen/warme/kampagnenarbeit-kommunales-energiemanagement/digitaler-energienutzungsplan,PV-Belegung aller kommuneneigenen Dachflächen,,,,Einrichtung eines kommunalen Energiemanagements
Forschungsprojekt Wärmeversorgung Universität,Bremen,Strom,https://monitoring.localzero.net/bayreuth/massnahmen/warme/kampagnenarbeit-kommunales-energiemanagement/forschungsprojekt-warmeversorgung-universitat,PV-Belegung aller kommuneneigenen Dachflächen,,,,Wärmeplanung beauftragen bzw. erstellen gemäß Wärmeplanungsgesetz
Forschungsprojekt Zukunftsfähige Wärmenetze 2050,Bremen,Strom,https://monitoring.localzero.net/bayreuth/massnahmen/warme/kampagnenarbeit-kommunales-energiemanagement/forschungsprojekt-zukunftsfahige-warmenetze-2050,PV-Belegung aller kommuneneigenen Dachflächen,,,,Wärmeplanung beauftragen bzw. erstellen gemäß Wärmeplanungsgesetz
Energetische Sanierungspriosierungen,Bremen,Strom,https://monitoring.localzero.net/bayreuth/massnahmen/gebaude/energetische-sanierungspriosierungen,PV-Belegung aller kommuneneigenen Dachflächen,,,,Umfassende energetische Gebäudesanierung der kommunalen Liegenschaften
Sukzessive energetische Sanierung,Bremen,Strom,https://monitoring.localzero.net/bayreuth/massnahmen/gebaude/sukzessive-energetische-sanierung,PV-Belegung aller kommuneneigenen Dachflächen,,,,Umfassende energetische Gebäudesanierung der kommunalen Liegenschaften
KfW-Förderung 432 für energetische Quartierssanier,Bremen,Strom,https://monitoring.localzero.net/bayreuth/massnahmen/gebaude/kfw-forderung-432-fur-energetische-quartierssanier,PV-Belegung aller kommuneneigenen Dachflächen,,,,Energetische Quartierssanierung
Klimawirksamkeitsprüfung im Hochbau,Bremen,Strom,https://monitoring.localzero.net/bayreuth/massnahmen/gebaude/klimawirksamkeitsprufung-im-hochbau,PV-Belegung aller kommuneneigenen Dachflächen,,,,Ambitionierte Leitlinien für Neubauten und Sanierung bei kommunalen Bau- bzw. Sanierungsprojekten
Machbarkeitsstudien Austausch von Ölheizungen,Bremen,Strom,https://monitoring.localzero.net/bayreuth/massnahmen/gebaude/machbarkeitsstudien-austausch-von-olheizungen,PV-Belegung aller kommuneneigenen Dachflächen,,,,Beratung zu Gebäudesanierung und Heizungstausch
Erstellung Gesamtstädtisches Mobilitätskonzept,Bremen,Strom,https://monitoring.localzero.net/bayreuth/massnahmen/mobilitat-und-verkehr/mobilitatsplanung/erstellung-gesamtstadtisches-mobilitatskonzept,PV-Belegung aller kommuneneigenen Dachflächen,,,,Mobilitätsplanung mit Fokus auf Ausbau Rad- und Fußinfrastruktur und ÖPNV-Entwicklung
Nahverkehrsplan,Bremen,Strom,https://monitoring.localzero.net/bayreuth/massnahmen/mobilitat-und-verkehr/mobilitatsplanung/nahverkehrsplan,PV-Belegung aller kommuneneigenen Dachflächen,,,,Mobilitätsplanung mit Fokus auf Ausbau Rad- und Fußinfrastruktur und ÖPNV-Entwicklung
Ausbau des Radverkehrs,Bremen,Strom,https://monitoring.localzero.net/bayreuth/massnahmen/mobilitat-und-verkehr/ausbau-des-radverkehrs,PV-Belegung aller kommuneneigenen Dachflächen,,,,Ausbau Radverkehr
Ausbau und Attraktivierung ÖPNV Angebot,Bremen,Strom,https://monitoring.localzero.net/bayreuth/massnahmen/mobilitat-und-verkehr/ausbau-und-attraktivierung-opnv-angebot,PV-Belegung aller kommuneneigenen Dachflächen,,,,Ausbau und Attraktivierung des ÖPNV-Angebotes
Reduktion MIV Flächen,Bremen,Strom,https://monitoring.localzero.net/bayreuth/massnahmen/mobilitat-und-verkehr/reduktion-miv-flachen,PV-Belegung aller kommuneneigenen Dachflächen,,,,Reduktion der MIV Flächen
Mobilität der Kommune,Bremen,Strom,https://monitoring.localzero.net/bayreuth/massnahmen/mobilitat-und-verkehr/mobilitat-der-kommune,PV-Belegung aller kommuneneigenen Dachflächen,,,,Umstellung kommunaler Fuhrpark und Angebote für Mitarbeiter:innen
Moore und organische Böden wiedervernässen,Bremen,Strom,https://monitoring.localzero.net/bayreuth/massnahmen/land-und-natur/moore-und-organische-boden-wiedervernassen,PV-Belegung aller kommuneneigenen Dachflächen,,,,Unterstützung bzw. Koordination der Moor-Wiedervernässung
Aufforstung und klimaangepasster Waldumbau,Bremen,Strom,https://monitoring.localzero.net/bayreuth/massnahmen/land-und-natur/aufforstung/aufforstung-und-klimaangepasster-waldumbau,PV-Belegung aller kommuneneigenen Dachflächen,,,,Aufforstung als Klimawälder
Studie zur qualifizierten Innenentwicklung,Bremen,Strom,https://monitoring.localzero.net/bayreuth/massnahmen/land-und-natur/entsiegelung/studie-zur-qualifizierten-innenentwicklung,PV-Belegung aller kommuneneigenen Dachflächen,,,,Flächenschonende Stadtentwicklung
Entsiegelung und Begrünung,Bremen,Strom,https://monitoring.localzero.net/bayreuth/massnahmen/land-und-natur/entsiegelung/entsiegelung-und-begrunung,PV-Belegung aller kommuneneigenen Dachflächen,,,,Flächenschonende Stadtentwicklung
Anpassung Flächennutzungsplan und Bauleitpläne,Bremen,Strom,https://monitoring.localzero.net/bayreuth/massnahmen/land-und-natur/entsiegelung/anpassung-flachennutzungsplan-und-bauleitplane,PV-Belegung aller kommuneneigenen Dachflächen,,,,Flächenschonende Stadtentwicklung
Baumschutzkonzept,Bremen,Strom,https://monitoring.localzero.net/bayreuth/massnahmen/land-und-natur/baumschutzkonzept,PV-Belegung aller kommuneneigenen Dachflächen,,,,Baumschutzkonzept entwickeln
Biotopverbünde schaffen,Bremen,Strom,https://monitoring.localzero.net/bayreuth/massnahmen/land-und-natur/biotopverbunde-schaffen,PV-Belegung aller kommuneneigenen Dachflächen,,,,Biotopverbünde schaffen
"Initiative ""Grün-Blaue Infrastruktur""",Bremen,Strom,https://monitoring.localzero.net/bayreuth/massnahmen/land-und-natur/aus-und-umbau-von-okologischen-grunflachen/initiative-grun-blaue-infrastruktur,PV-Belegung aller kommuneneigenen Dachflächen,,,,Flächenschonende Stadtentwicklung
Ausbau und energetische Optimierung des Klärwerks,Bremen,Strom,https://monitoring.localzero.net/bayreuth/massnahmen/abfallwirtschaft/energieautarker-betrieb-der-klaranlagen/ausbau-und-energetische-optimierung-des-klarwerks,PV-Belegung aller kommuneneigenen Dachflächen,,,,Energieautarker Betrieb der Kläranlagen
Maßnahme 2.1,Bremen,Strom,LocalZero Monitoring,PV-Belegung aller kommuneneigenen Dachflächen,,,,Klimaneutrale Energieversorgung durch Bauleitplanung und städtebauliche Verträge
Maßnahme 2.2,Bremen,Strom,LocalZero Monitoring,PV-Belegung aller kommuneneigenen Dachflächen,,,,Energetische Quartierssanierung
Maßnahme 2.3,Bremen,Strom,LocalZero Monitoring,PV-Belegung aller kommuneneigenen Dachflächen,,,,Beratung zu Gebäudesanierung und Heizungstausch. Das kann z.B.: über Verbraucherzentrale (kostenneutral) oder über Mittel aus Städtebauförderung (z.B. über Ausweisung von Sanierungsgebieten) ablaufen *Klare an Zielgruppe angepasste Angebote:- Eigentümer:innen von Ein- und Zweifamilienhäusern - Wohungseigentümergemeinschaften- Genossenschaften- privaten Großeigentümern
Maßnahme 2.4,Bremen,Strom,LocalZero Monitoring,PV-Belegung aller kommuneneigenen Dachflächen,,,,"Ambitionierte Leitlinien für Neubauten und Sanierung bei kommunalen Bau- bzw. Sanierungsprojekten: z.B.: Nullenergiehäuser im Neubau und erhöhter Effizienzhaus-Standard bei Sanierungen / Flächenschonende Stadtentwicklung: Flächennutzungsplanung und Bauleitplanung nutzen, um Versiegelung zu vermeiden/verhindern. Dazu gehört u.a.: *Verdichtung vor Außenentwicklung, *keine Ausweisung von zu versiegelnder Fläche und Beginn Entsiegelung *Stop/Reduktion von kommunalem Straßenneubau"
Maßnahme 2.5,Bremen,Strom,LocalZero Monitoring,PV-Belegung aller kommuneneigenen Dachflächen,,,,"Biotopverbünde schaffen / Flächenschonende Stadtentwicklung: Flächennutzungsplanung und Bauleitplanung nutzen, um Versiegelung zu vermeiden/verhindern. Dazu gehört u.a.: *Verdichtung vor Außenentwicklung, *keine Ausweisung von zu versiegelnder Fläche und Beginn Entsiegelung *Stop/Reduktion von kommunalem Straßenneubau"
Förderung von privaten Photovoltaik-Anlagen,Bremen,Strom,https://monitoring.localzero.net/mainz/massnahmen/strom/forderung-von-privaten-photovoltaik-anlagen,PV-Belegung aller kommuneneigenen Dachflächen,,,,"Förderprogramme für PV-Anlagen. Hier darf folgende Förderung nicht fehlen: *private Haushalte, Fokus: Förderung nicht-wirtschaftlicher Anlagen(-teile) *Mini-PV Anlagen * Mieter:innen-Strom Projekte *Förderprogramme für (kleine) Unternehmen"
Belegung aller kommunalen Dächer mit PV in Mainz,Bremen,Strom,https://monitoring.localzero.net/mainz/massnahmen/strom/belegung-aller-kommunalen-dacher-mit-pv-in-mainz,PV-Belegung aller kommuneneigenen Dachflächen,,,,PV-Belegung aller kommuneneigenen Dachflächen
Stadt MZ: Ausweisung von Flächen für Windkraft,Bremen,Strom,https://monitoring.localzero.net/mainz/massnahmen/strom/stadt-mz-ausweisung-von-flachen-fur-windkraft,PV-Belegung aller kommuneneigenen Dachflächen,,,,Bau von Windenergieanlagen ermöglichen und Errichtung unterstützen
MainzZero: Mehr Flächen für Windkraft,Bremen,Strom,https://monitoring.localzero.net/mainz/massnahmen/strom/mainzzero-mehr-flachen-fur-windkraft,PV-Belegung aller kommuneneigenen Dachflächen,,,,Bau von Windenergieanlagen ermöglichen und Errichtung unterstützen
Stadt MZ: Wärmemasterplan 2.0,Bremen,Strom,https://monitoring.localzero.net/mainz/massnahmen/warme/warmeplanung/stadt-mz-warmemasterplan-20,PV-Belegung aller kommuneneigenen Dachflächen,,,,Wärmeplanung beauftragen bzw. erstellen gemäß Wärmeplanungsgesetz bzw. Landesgesetz
Stadt MZ: Wärmeleitplanung,Bremen,Strom,https://monitoring.localzero.net/mainz/massnahmen/warme/warmeplanung/stadt-mz-warmeleitplanung,PV-Belegung aller kommuneneigenen Dachflächen,,,,Wärmeplanung beauftragen bzw. erstellen gemäß Wärmeplanungsgesetz bzw. Landesgesetz
Stadt MZ: Dekarbonisierung der Fernwärme,Bremen,Strom,https://monitoring.localzero.net/mainz/massnahmen/warme/klimaneutrale-fernwarme/stadt-mz-dekarbonisierung-der-fernwarme,PV-Belegung aller kommuneneigenen Dachflächen,,,,Dekarbonisierung bestehender Fernwärmenetze und Ausbau grüner Wärmenetze durch Erschließung erneuerbarer Wärmequellen
Stadt MZ: Ausabu des Fernwärmenetzes,Bremen,Strom,https://monitoring.localzero.net/mainz/massnahmen/warme/klimaneutrale-fernwarme/stadt-mz-ausbau-des-fernwarmenetzes,PV-Belegung aller kommuneneigenen Dachflächen,,,,"Umsetzung von Effizienzmaßnahmen in Nahwärmenetzen (u. a. Temperaturreduzierung, hydraulische Optimierung)"
MainzZero: Veröffentlichung Pfad Dekarbonisierung,Bremen,Strom,https://monitoring.localzero.net/mainz/massnahmen/warme/klimaneutrale-fernwarme/mainzzero-veroffentlichung-pfad-dekarbonisierung,PV-Belegung aller kommuneneigenen Dachflächen,,,,Ist ein ambitionierter Klimaschutzplan vorhanden? (Restbudget / Zieljahr / jährliche Kostenaufstellung / Verantwortlichkeiten benannt)
Stadt MZ: Ausbau Nahwärme,Bremen,Strom,https://monitoring.localzero.net/mainz/massnahmen/warme/klimaneutrale-nahwarme/stadt-mz-ausbau-nahwarme,PV-Belegung aller kommuneneigenen Dachflächen,,,,"Umsetzung von Effizienzmaßnahmen in Nahwärmenetzen (u. a. Temperaturreduzierung, hydraulische Optimierung)"
MainzZero: Erdsonden auf öffentlichen Flächen,Bremen,Strom,https://monitoring.localzero.net/mainz/massnahmen/warme/klimaneutrale-nahwarme/mainzzero-erdsonden-auf-offentlichen-flachen,PV-Belegung aller kommuneneigenen Dachflächen,,,,"Bau von Agri-PV ermöglichen und Errichtung unterstützen *passende Flächen ausweisen (Flächennutzungsplan) *Ausbauflächen finden (kommunale oder private landwirtschaftliche Flächen) *Ausbau unterstützen, z.B. durch Förderung eines Pilot- oder Forschungsprojekts"
MainzZero: Pilotprojekte umsetzen,Bremen,Strom,https://monitoring.localzero.net/mainz/massnahmen/warme/klimaneutrale-nahwarme/mainzzero-pilotprojekte-umsetzen,PV-Belegung aller kommuneneigenen Dachflächen,,,,Unterstützung/Aufbau von oder Zusammenarbeit mit Energiegenossenschaften
MainzZero: Beratungs- und Informationskampagne,Bremen,Strom,https://monitoring.localzero.net/mainz/massnahmen/warme/klimaneutrale-nahwarme/mainzzero-beratungs-und-informationskampagne,PV-Belegung aller kommuneneigenen Dachflächen,,,,Start wirksamer Kampagnen: *Fachkräftekampagne für Ausbau EE (PV und Sanierung) *Teilnahme Wattbewerb (Beschluss zur Verdoppelung der PV Flächen in der Kommune) *Unterstützung bei Solarparties und Solarselbstbauworkshops
Stadt MZ: Informationskampagne,Bremen,Strom,https://monitoring.localzero.net/mainz/massnahmen/warme/dezentrale-klimaneutrale-heizungen-installieren/stadt-mz-informationskampagne,PV-Belegung aller kommuneneigenen Dachflächen,,,,Start wirksamer Kampagnen: *Fachkräftekampagne für Ausbau EE (PV und Sanierung) *Teilnahme Wattbewerb (Beschluss zur Verdoppelung der PV Flächen in der Kommune) *Unterstützung bei Solarparties und Solarselbstbauworkshops
Stadt MZ: Klimaneutrale Stadtwerke,Bremen,Strom,https://monitoring.localzero.net/mainz/massnahmen/warme/stadt-mz-klimaneutrale-stadtwerke,PV-Belegung aller kommuneneigenen Dachflächen,,,,100 Prozent Ökostrom als Angebot der Stadtwerke
Soziale Stadt & Mobilität,Bremen,Strom,https://monitoring.localzero.net/mainz/massnahmen/mobilitat-verkehr/soziale-stadt-mobilitat,PV-Belegung aller kommuneneigenen Dachflächen,,,,Mobilitätsplanung mit Fokus auf Ausbau Rad- und Fußinfrastruktur und ÖPNV-Entwicklung
Reisezeitwirksame Vorhaben (Push & Pull),Bremen,Strom,https://monitoring.localzero.net/mainz/massnahmen/mobilitat-verkehr/stadt-mainz-stadt-als-lebensraum/reisezeitwirksame-vorhaben-push-pull,PV-Belegung aller kommuneneigenen Dachflächen,,,,Mobilitätsplanung mit Fokus auf Ausbau Rad- und Fußinfrastruktur und ÖPNV-Entwicklung
MainzZero: Autoarme Quartiere,Bremen,Strom,https://monitoring.localzero.net/mainz/massnahmen/mobilitat-verkehr/stadt-mainz-stadt-als-lebensraum/mainzzero-autoarme-quartiere,PV-Belegung aller kommuneneigenen Dachflächen,,,,Mobilitätsplanung mit Fokus auf Ausbau Rad- und Fußinfrastruktur und ÖPNV-Entwicklung
Parkraummanagement,Bremen,Strom,https://monitoring.localzero.net/mainz/massnahmen/mobilitat-verkehr/stadt-mainz-stadt-als-lebensraum/parkraummanagement,PV-Belegung aller kommuneneigenen Dachflächen,,,,Reduktion der MIV Flächen: * flächendeckendes Parkraummanagement * weniger Straßenraum für MIV
Stadt Mainz: Sommerstraßen,Bremen,Strom,https://monitoring.localzero.net/mainz/massnahmen/mobilitat-verkehr/stadt-mainz-stadt-als-lebensraum/stadt-mainz-sommerstraen,PV-Belegung aller kommuneneigenen Dachflächen,,,,"Flächenschonende Stadtentwicklung: Flächennutzungsplanung und Bauleitplanung nutzen, um Versiegelung zu vermeiden/verhindern. Dazu gehört u.a.: *Verdichtung vor Außenentwicklung, *keine Ausweisung von zu versiegelnder Fläche und Beginn Entsiegelung *Stop/Reduktion von kommunalem Straßenneubau"
Stadt Mainz: Grünachsen und Städtebau,Bremen,Strom,https://monitoring.localzero.net/mainz/massnahmen/mobilitat-verkehr/stadt-mainz-stadt-als-lebensraum/stadt-mainz-grunachsen-und-stadtebau,PV-Belegung aller kommuneneigenen Dachflächen,,,,"Flächenschonende Stadtentwicklung: Flächennutzungsplanung und Bauleitplanung nutzen, um Versiegelung zu vermeiden/verhindern. Dazu gehört u.a.: *Verdichtung vor Außenentwicklung, *keine Ausweisung von zu versiegelnder Fläche und Beginn Entsiegelung *Stop/Reduktion von kommunalem Straßenneubau"
MainzZero: Erfolgscontrolling (Fuß- & Radverkehr),Bremen,Strom,https://monitoring.localzero.net/mainz/massnahmen/mobilitat-verkehr/fuverkehr/mainzzero-erfolgscontrolling-fu-radverkehr,PV-Belegung aller kommuneneigenen Dachflächen,,,,Mobilitätsplanung mit Fokus auf Ausbau Rad- und Fußinfrastruktur und ÖPNV-Entwicklung
Stadt MZ: Transparenz und Kommunikation,Bremen,Strom,https://monitoring.localzero.net/mainz/massnahmen/mobilitat-verkehr/fuverkehr/stadt-mz-transparenz-und-kommunikation,PV-Belegung aller kommuneneigenen Dachflächen,,,,Gibt es strukturierte Möglichkeiten der Mitbestimmung der Zivilgesellschaft z.B. als Klimarat oder kontinuierlicher Bürgerbeteiligung etc.?
Stadt MZ: Weiterentwickeln Fußverkehrs-Strategie,Bremen,Strom,https://monitoring.localzero.net/mainz/massnahmen/mobilitat-verkehr/fuverkehr/stadt-mz-weiterentwickeln-fuverkehrs-strategie,PV-Belegung aller kommuneneigenen Dachflächen,,,,Mobilitätsplanung mit Fokus auf Ausbau Rad- und Fußinfrastruktur und ÖPNV-Entwicklung
Stadt MZ: Naherholung Walkrouten u. Verbindungen,Bremen,Strom,https://monitoring.localzero.net/mainz/massnahmen/mobilitat-verkehr/fuverkehr/stadt-mz-naherholung-walkrouten-u-verbindungen,PV-Belegung aller kommuneneigenen Dachflächen,,,,"Flächenschonende Stadtentwicklung: Flächennutzungsplanung und Bauleitplanung nutzen, um Versiegelung zu vermeiden/verhindern. Dazu gehört u.a.: *Verdichtung vor Außenentwicklung, *keine Ausweisung von zu versiegelnder Fläche und Beginn Entsiegelung *Stop/Reduktion von kommunalem Straßenneubau"
"Stadt MZ: Freie, sichere, barrierearme Gehsteige",Bremen,Strom,https://monitoring.localzero.net/mainz/massnahmen/mobilitat-verkehr/fuverkehr/stadt-mz-freie-sichere-barrierearme-gehsteige,PV-Belegung aller kommuneneigenen Dachflächen,,,,Mobilitätsplanung mit Fokus auf Ausbau Rad- und Fußinfrastruktur und ÖPNV-Entwicklung
"Stadt Mainz: Planungsauftrag ""Radnetz Mainz""",Bremen,Strom,https://monitoring.localzero.net/mainz/massnahmen/mobilitat-verkehr/radverkehr/stadt-mainz-planungsauftrag-radnetz-mainz,PV-Belegung aller kommuneneigenen Dachflächen,,,,Mobilitätsplanung mit Fokus auf Ausbau Rad- und Fußinfrastruktur und ÖPNV-Entwicklung
MainzZero: Rheinradweg,Bremen,Strom,https://monitoring.localzero.net/mainz/massnahmen/mobilitat-verkehr/radverkehr/mainzzero-rheinradweg,PV-Belegung aller kommuneneigenen Dachflächen,,,,Ausbau Radverkehr
MainzZero: Radschnellweg Rhein - Uni - Ingelheim,Bremen,Strom,https://monitoring.localzero.net/mainz/massnahmen/mobilitat-verkehr/radverkehr/mainzzero-radschnellweg-rhein-uni-ingelheim,PV-Belegung aller kommuneneigenen Dachflächen,,,,Ausbau Radverkehr
Mainzer Mobilität Tram Neustadt,Bremen,Strom,https://monitoring.localzero.net/mainz/massnahmen/mobilitat-verkehr/offentlicher-nahverkehr/mainzer-mobilitat-tram-neustadt,PV-Belegung aller kommuneneigenen Dachflächen,,,,Ausbau und Attraktivierung des ÖPNV-Angebotes
Mainzer Mobilität: Tram Heiligkreuzviertel,Bremen,Strom,https://monitoring.localzero.net/mainz/massnahmen/mobilitat-verkehr/offentlicher-nahverkehr/mainzer-mobilitat-tram-heiligkreuzviertel,PV-Belegung aller kommuneneigenen Dachflächen,,,,Ausbau und Attraktivierung des ÖPNV-Angebotes
Mainzer Mobilität: Ausbau Tram Binger Straße,Bremen,Strom,https://monitoring.localzero.net/mainz/massnahmen/mobilitat-verkehr/offentlicher-nahverkehr/mainzer-mobilitat-ausbau-tram-binger-strae,PV-Belegung aller kommuneneigenen Dachflächen,,,,Ausbau und Attraktivierung des ÖPNV-Angebotes
Mainzer Mobilität: Liniennetz- und Taktverdichtung,Bremen,Strom,https://monitoring.localzero.net/mainz/massnahmen/mobilitat-verkehr/offentlicher-nahverkehr/mainzer-mobilitat-liniennetz-und-taktverdichtung,PV-Belegung aller kommuneneigenen Dachflächen,,,,Ausbau und Attraktivierung des ÖPNV-Angebotes
Mainzer Mobilität: Bau Tram Innenstadtring,Bremen,Strom,https://monitoring.localzero.net/mainz/massnahmen/mobilitat-verkehr/offentlicher-nahverkehr/mainzer-mobilitat-bau-tram-innenstadtring,PV-Belegung aller kommuneneigenen Dachflächen,,,,Ausbau und Attraktivierung des ÖPNV-Angebotes
ESWE/MM: Citybahn Wiesbaden,Bremen,Strom,https://monitoring.localzero.net/mainz/massnahmen/mobilitat-verkehr/offentlicher-nahverkehr/eswe-mm-citybahn-wiesbaden,PV-Belegung aller kommuneneigenen Dachflächen,,,,Ausbau und Attraktivierung des ÖPNV-Angebotes
Stadt Mainz: Tempo 30,Bremen,Strom,https://monitoring.localzero.net/mainz/massnahmen/mobilitat-verkehr/autoverkehr/stadt-mainz-tempo-30,PV-Belegung aller kommuneneigenen Dachflächen,,,,Einführung von Geschwindigkeitsbegrenzungen
Stadt Mainz: Rückbau von Parkplätzen um 30%,Bremen,Strom,https://monitoring.localzero.net/mainz/massnahmen/mobilitat-verkehr/autoverkehr/stadt-mainz-ruckbau-von-parkplatzen-um-30,PV-Belegung aller kommuneneigenen Dachflächen,,,,Reduktion der MIV Flächen: * flächendeckendes Parkraummanagement * weniger Straßenraum für MIV
MainzZero: flächenhaftes Parkraummanagement,Bremen,Strom,https://monitoring.localzero.net/mainz/massnahmen/mobilitat-verkehr/autoverkehr/mainzzero-flachenhaftes-parkraummanagement,PV-Belegung aller kommuneneigenen Dachflächen,,,,Reduktion der MIV Flächen: * flächendeckendes Parkraummanagement * weniger Straßenraum für MIV
Stadt Mainz: Verkehrsmanagement (DKV),Bremen,Strom,https://monitoring.localzero.net/mainz/massnahmen/mobilitat-verkehr/datenerfassung-und-evaluation/stadt-mainz-verkehrsmanagement-dkv,PV-Belegung aller kommuneneigenen Dachflächen,,,,Mobilitätsplanung mit Fokus auf Ausbau Rad- und Fußinfrastruktur und ÖPNV-Entwicklung
Schulwald,Bremen,Strom,https://monitoring.localzero.net/bargteheide/massnahmen/energie/schulwald,PV-Belegung aller kommuneneigenen Dachflächen,,,,Aufforstung als Klimawälder *Aufbau eines Dialogprozesses mit Waldbesitzer:innen
Moor Renaturierung,Bremen,Strom,https://monitoring.localzero.net/bargteheide/massnahmen/lulucf/moor-renaturierung,PV-Belegung aller kommuneneigenen Dachflächen,,,,"Unterstützung bzw. Koordination der Moor-Wiedervernässung (Landkauf, Absprache mit Eigentümer:innen, Vorstudien, Umsetzung etc.)"
Tempo 30 innerorts,Bremen,Strom,https://monitoring.localzero.net/bargteheide/massnahmen/mobilitat/tempo-30-innerorts,PV-Belegung aller kommuneneigenen Dachflächen,,,,Einführung von Geschwindigkeitsbegrenzungen
Einführung Ringbuslinie (ÖPNV),Bremen,Strom,https://monitoring.localzero.net/bargteheide/massnahmen/mobilitat/einfuhrung-ringbuslinie-opnv,PV-Belegung aller kommuneneigenen Dachflächen,,,,Ausbau und Attraktivierung des ÖPNV-Angebotes
Bürgerauto,Bremen,Strom,https://monitoring.localzero.net/bargteheide/massnahmen/mobilitat/burgerauto,PV-Belegung aller kommuneneigenen Dachflächen,,,,Unterstützung und Begleitung des betrieblichen Mobilitätsmanagement
Mehr Ladesäulen in Bargteheide,Bremen,Strom,https://monitoring.localzero.net/bargteheide/massnahmen/mobilitat/mehr-ladesaulen-in-bargteeide,PV-Belegung aller kommuneneigenen Dachflächen,,,,Ausbau E-Ladestruktur
weitere E-Ladesäulen 3 Stück,Bremen,Strom,https://monitoring.localzero.net/bargteheide/massnahmen/mobilitat/weitere-e-ladesaulen-3-stuck,PV-Belegung aller kommuneneigenen Dachflächen,,,,Ausbau E-Ladestruktur
Mitfahrbänke/E-Ladesäulen,Bremen,Strom,https://monitoring.localzero.net/bargteheide/massnahmen/mobilitat/mitfahrbanke-e-ladesaulen,PV-Belegung aller kommuneneigenen Dachflächen,,,,Ausbau E-Ladestruktur
Förderung von Lastenfahrrädern,Bremen,Strom,https://monitoring.localzero.net/bargteheide/massnahmen/mobilitat/forderung-von-lastenfahrradern,PV-Belegung aller kommuneneigenen Dachflächen,,,,Umstellung kommunaler Fuhrpark und Angebote für Mitarbeiter:innen
E-Lastenräder für Hausmeister,Bremen,Strom,https://monitoring.localzero.net/bargteheide/massnahmen/mobilitat/e-lastenrader-fur-hausmeister,PV-Belegung aller kommuneneigenen Dachflächen,,,,Umstellung kommunaler Fuhrpark und Angebote für Mitarbeiter:innen
Anschaffung E-Fahrzeug als Pool - Frzg.,Bremen,Strom,https://monitoring.localzero.net/bargteheide/massnahmen/mobilitat/anschaffung-e-fahrzeug-als-pool-fzg,PV-Belegung aller kommuneneigenen Dachflächen,,,,Umstellung kommunaler Fuhrpark und Angebote für Mitarbeiter:innen
Erdgastankstelle,Bremen,Strom,https://monitoring.localzero.net/bargteheide/massnahmen/mobilitat/erdgastankstelle,PV-Belegung aller kommuneneigenen Dachflächen,,,,Umstellung kommunaler Fuhrpark und Angebote für Mitarbeiter:innen
Arbeitkreis E-Mobilität,Bremen,Strom,https://monitoring.localzero.net/bargteheide/massnahmen/mobilitat/arbeitkreis-e-mobilitat,PV-Belegung aller kommuneneigenen Dachflächen,,,,"Aufbau Klimaschutzkooperationen mit der Wirtschaft bzw. Industrieunternehmen *Von der Kommune (Wirtschaftsförderung o.ä.) koordiniert und moderiert *Selbstverpflichtungen der Unternehmen für Emissionsreduktion einholen *Wissensaustausch zu Strategien, Methoden oder Tools zur Emissionsreduktion"
Elektroladesäulen,Bremen,Strom,https://monitoring.localzero.net/bargteheide/massnahmen/mobilitat/elektroladesaulen,PV-Belegung aller kommuneneigenen Dachflächen,,,,Ausbau E-Ladestruktur
Förderung von Mini-PV Anlagen,Bremen,Strom,https://monitoring.localzero.net/bargteheide/massnahmen/energie/forderung-von-mini-pv-anlagen,PV-Belegung aller kommuneneigenen Dachflächen,,,,"Förderprogramme für PV-Anlagen. Hier darf folgende Förderung nicht fehlen: *private Haushalte, Fokus: Förderung nicht-wirtschaftlicher Anlagen(-teile) *Mini-PV Anlagen * Mieter:innen-Strom Projekte *Förderprogramme für (kleine) Unternehmen"
4. Stufe Klärwerk,Bremen,Strom,https://monitoring.localzero.net/bargteheide/massnahmen/energie/4-stufe-klarwerk,PV-Belegung aller kommuneneigenen Dachflächen,,,,Energieautarker Betrieb der Kläranlagen
Ökostrom,Bremen,Strom,https://monitoring.localzero.net/bargteheide/massnahmen/energie/okostrom,PV-Belegung aller kommuneneigenen Dachflächen,,,,Kommune bezieht für alle eigenen Liegenschaften nur noch qualifizierten Ökostrom
Straßenbeleuchtung,Bremen,Strom,https://monitoring.localzero.net/bargteheide/massnahmen/energie/straenbeleuchtung,PV-Belegung aller kommuneneigenen Dachflächen,,,,Umfassende energetische Gebäudesanierung der kommunalen Liegenschaften und kommunalen Wohhnungsbaugesellschaften *Hüllfllächensanierung inkl. Heizungsaustausch. *Erstellung eines Sanierungsplans.
Förderung privater Baumpflanzungen,Bremen,Strom,https://monitoring.localzero.net/bargteheide/massnahmen/naturschutz/forderung-privater-baumpflanzungen,PV-Belegung aller kommuneneigenen Dachflächen,,,,Kommune fördert urbane Landwirtschaft und zivilgesellschaftliche Initiativen
Beet-Pflegepartnerschaften,Bremen,Strom,https://monitoring.localzero.net/bargteheide/massnahmen/naturschutz/beet-pflegepatenschaften,PV-Belegung aller kommuneneigenen Dachflächen,,,,Kommune fördert urbane Landwirtschaft und zivilgesellschaftliche Initiativen
